customer_id,recency,frequency,monetary
5133,332,3,7521
5134,500,5,19278
5135,64,3,7560
5136,66,3,12323
5137,404,4,8469
5138,126,4,16279
5139,729,2,7352
5140,128,6,20183
5141,969,2,6890
5142,112,4,11386
5143,394,5,6649
5144,204,4,9481
5145,606,5,11273
5146,113,3,8090
5147,367,6,10747
5148,546,5,12943
5149,145,3,8332
5150,43,3,8410
5151,214,6,15332
5152,426,6,16028
5153,81,4,15825
5154,246,6,19170
5155,614,4,6930
5156,55,9,19396
5157,10,6,14598
5158,102,5,11419
5159,143,4,8496
5160,24,5,12507
5161,20,5,20354
5162,864,2,2285
5163,83,7,8805
5164,222,5,16212
5165,749,4,11622
5166,118,4,12941
5167,317,7,18490
5168,270,3,9585
5169,37,6,12906
5170,358,3,7070
5171,150,3,6468
5172,43,5,12098
5173,541,7,21460
5174,484,1,2449
5175,111,3,5247
5176,763,2,6692
5177,274,6,19686
5178,206,6,15656
5179,335,4,8952
5180,398,6,9945
5181,607,5,18227
5182,152,6,15579
5183,126,4,7839
5184,704,2,7249
5185,64,2,6336
5186,81,3,8062
5187,401,2,6483
5188,321,5,14646
5189,7,9,23651
5190,218,3,2418
5191,167,4,8147
5192,285,4,8536
5193,458,3,5519
5194,808,6,17002
5195,584,2,5779
5196,76,7,15385
5197,1280,1,534
5198,654,5,7243
5199,577,3,7624
5200,173,6,17362
5201,401,7,22785
5202,485,5,12746
5203,183,6,21256
5204,441,5,17045
5205,487,6,19277
5206,200,3,7823
5207,77,5,15071
5208,309,7,17097
5209,511,4,9999
5210,385,8,24877
5211,136,6,13452
5212,38,6,16225
5213,26,5,12207
5214,276,5,19180
5215,257,4,14491
5216,77,4,13073
5217,98,5,13796
5218,173,4,11762
5219,701,4,9251
5220,1048,3,10019
5221,318,3,6179
5222,96,5,11319
5223,177,5,12431
5224,50,8,13748
5225,99,6,17258
5226,307,6,17820
5227,457,6,21001
5228,162,2,3717
5229,323,3,11250
5230,178,5,16487
5231,168,3,3647
5232,387,3,3845
5233,109,2,5578
5234,258,6,18529
5235,128,7,18729
5236,535,5,16257
5237,235,5,15350
5238,242,3,9643
5239,128,2,3889
5240,17,4,8051
5241,379,5,7361
5242,173,7,18816
5243,352,5,13809
5244,96,6,17891
5245,3,5,12428
5246,244,10,26348
5247,95,8,25363
5248,272,7,22834
5249,173,7,16585
5250,602,5,16355
5251,22,6,18023
5252,53,15,42137
5253,319,5,13969
5254,554,3,11466
5255,221,5,13517
5256,492,4,10299
5257,49,8,23252
5258,39,2,8056
5259,89,8,20897
5260,55,6,22797
5261,242,10,36298
5262,21,4,13649
5263,429,4,8344
5264,327,4,6562
5265,170,6,18665
5266,10,6,15903
5267,17,9,26443
5268,445,9,25430
5269,26,8,17854
5270,1,3,4502
5271,31,9,24337
5272,60,4,11023
5273,142,6,13770
5274,35,2,6497
5275,133,5,6491
5276,606,5,13996
5277,666,2,4443
5278,270,4,10274
5279,118,4,15155
5280,142,4,9276
5281,131,2,5076
5282,416,5,12906
5283,135,2,3410
5284,280,5,11447
5285,75,1,4501
5286,571,3,10785
5287,240,4,9050
5288,116,4,6585
5289,963,2,7666
5290,220,5,13367
5291,42,7,13743
5292,660,3,13483
5293,316,2,10203
5294,37,7,16769
5295,18,7,14544
5296,89,5,20040
5297,367,6,18476
5298,317,4,13241
5299,367,3,6762
5300,152,2,6443
5301,35,9,32806
5302,298,7,19338
5303,338,4,18011
5304,179,3,12144
5305,605,4,12419
5306,356,2,2158
5307,599,4,5166
5308,431,5,15122
5309,144,8,21283
5310,48,5,7864
5311,264,5,14092
5312,65,6,23346
5313,47,8,29258
5314,756,3,12230
5315,1023,2,4090
5316,231,6,19093
5317,281,4,6661
5318,288,5,14863
5319,18,3,4299
5320,492,3,1951
5321,381,1,5190
5322,244,2,1786
5323,58,4,13003
5324,63,6,18424
5325,107,4,7584
5326,28,3,8447
5327,122,6,15832
5328,105,4,14856
5329,197,10,28653
5330,483,6,17775
5331,378,7,20362
5332,245,4,11290
5333,752,4,15031
5334,1,8,24277
5335,12,8,19540
5336,131,8,22390
5337,675,4,8098
5338,459,5,11924
5339,112,8,16685
5340,105,7,23589
5341,201,4,11508
5342,107,5,12988
5343,94,4,9104
5344,201,6,14225
5345,324,5,10207
5346,1,6,17663
5347,427,2,5929
5348,426,5,13365
5349,123,4,14607
5350,113,5,12548
5351,36,6,9708
5352,713,2,4454
5353,44,5,11434
5354,116,3,6648
5355,68,8,18320
5356,156,8,22190
5357,104,2,4813
5358,123,6,16220
5359,91,5,19113
5360,523,4,10410
5361,301,4,10019
5362,218,4,9398
5363,597,6,13543
5364,355,5,13088
5365,563,11,22833
5366,418,3,9372
5367,15,5,8443
5368,510,3,4116
5369,151,5,14284
5370,403,3,6575
5371,36,7,26218
5372,46,7,18991
5373,3,5,14568
5374,22,8,19482
5375,48,5,9564
5376,657,4,12007
5377,52,10,17267
5378,506,5,12294
5379,76,4,11464
5380,350,5,15374
5381,612,2,6218
5382,9,3,7132
5383,34,5,13161
5384,178,4,4208
5385,295,2,6391
5386,856,3,9390
5387,28,5,16956
5388,102,5,10054
5389,590,7,20610
5390,292,2,4257
5391,221,3,7516
5392,556,3,5005
5393,52,9,21402
5394,193,7,19829
5395,70,5,13752
5396,916,3,5198
5397,514,5,14804
5398,34,5,15075
5399,134,6,14719
5400,142,7,26303
5401,385,7,10464
5402,128,6,18027
5403,296,6,11852
5404,6,5,14498
5405,196,6,15466
5406,2,7,15896
5407,3,5,12541
5408,93,10,27707
5409,178,14,43287
5410,24,6,11150
5411,335,3,6497
5412,78,5,11757
5413,138,3,8555
5414,32,8,18692
5416,541,4,7321
5417,11,7,17761
5418,19,7,15763
5419,29,7,15466
5420,564,3,8976
5421,17,5,15210
5422,5,5,17672
5423,212,7,22711
5424,31,7,21825
5425,68,5,12228
5426,124,4,12837
5427,90,3,3281
5428,1178,2,4099
5429,208,6,14876
5430,30,7,21509
5431,249,4,10176
5432,973,3,11321
5433,538,4,13710
5434,989,3,10991
5435,282,2,2344
5436,225,4,13164
5437,194,3,11195
5438,101,6,12614
5439,121,4,8754
5440,55,5,10642
5441,303,4,10019
5442,126,3,10355
5443,2,3,9656
5444,10,8,22088
5445,8,7,17913
5446,31,8,22948
5447,405,4,7180
5448,140,9,30702
5449,390,6,14401
5450,95,6,15209
5451,77,4,10646
5452,229,3,7011
5453,180,4,9124
5454,5,9,27684
5455,32,5,20328
5456,296,4,11106
5457,838,4,14379
5458,151,6,12856
5459,181,5,11433
5460,89,5,14425
5461,272,2,5520
5462,16,9,21180
5463,80,5,7620
5464,21,8,21915
5465,314,3,8344
5466,112,4,8486
5467,219,3,9060
5468,249,6,17987
5469,67,7,20842
5470,28,7,22147
5471,323,5,16324
5472,65,5,15621
5473,332,3,7930
5474,50,8,13693
5475,41,9,26627
5476,289,4,12638
5477,272,5,16008
5478,227,8,17646
5479,155,2,8400
5480,539,1,2962
5481,320,4,10470
5482,7,4,14402
5483,422,7,19385
5484,270,4,9974
5485,138,6,17790
5486,50,4,15456
5487,9,6,18934
5488,303,3,7517
5489,656,5,15284
5491,1093,3,8176
5492,439,2,4493
5493,110,8,24955
5494,151,8,20299
5495,151,8,25177
5496,386,5,11624
5497,83,6,12502
5498,364,4,16041
5499,323,4,11753
5500,272,4,11664
5501,814,4,12730
5502,32,6,14977
5503,18,3,6997
5504,110,4,9288
5505,67,4,15413
5506,97,4,9428
5507,42,6,12510
5508,251,5,11337
5509,31,9,22986
5510,324,6,17674
5511,140,8,21467
5512,137,5,12395
5513,56,7,13335
5514,609,6,13033
5515,692,5,11681
5516,120,4,7090
5517,51,5,9644
5518,195,4,7117
5519,415,6,20590
5520,243,5,12057
5521,692,3,7075
5522,733,4,12602
5523,332,5,15238
5524,124,2,5960
5525,595,5,11100
5526,16,8,21523
5527,166,5,12554
5528,259,4,8165
5529,599,3,10093
5530,582,5,13890
5531,178,6,15691
5532,282,3,5937
5533,85,3,9393
5534,201,1,2778
5535,563,6,21944
5536,428,6,12043
5537,39,7,16905
5538,165,5,17910
5539,145,7,17351
5540,52,7,14854
5541,231,5,17140
5542,53,4,13777
5543,110,4,13394
5544,216,4,5049
5545,440,4,11362
5546,151,3,5863
5547,11,4,12881
5548,248,4,15677
5549,125,4,12665
5550,89,5,13998
5551,142,2,4027
5552,268,3,8565
5553,113,6,16052
5554,423,5,11371
5555,833,3,5547
5556,100,4,9036
5557,158,8,17565
5558,640,2,7975
5559,109,9,24604
5560,40,6,13243
5561,644,1,3105
5562,234,6,21506
5563,227,2,4427
5564,91,5,17562
5565,736,4,14100
5566,248,5,11964
5567,531,1,3946
5568,298,6,16518
5569,18,4,14847
5570,137,12,26870
5571,602,4,7113
5572,419,4,12873
5573,180,5,19931
5574,18,9,32639
5575,576,6,10240
5576,100,4,9789
5577,357,7,17037
5578,78,5,7856
5579,698,5,16197
5580,706,2,7531
5581,112,4,8820
5582,479,7,24727
5583,452,6,14266
5584,33,5,7447
5585,451,2,9100
5586,153,7,30764
5587,211,7,14399
5588,39,4,11289
5589,305,3,8340
5590,286,3,11809
5591,1010,2,8459
5592,46,5,13761
5593,438,2,6772
5594,120,4,6277
5595,329,5,11697
5596,467,8,27545
5597,162,4,15148
5598,886,3,7710
5599,125,2,7850
5600,19,3,6497
5601,26,4,8671
5602,249,9,26858
5603,442,4,11826
5604,80,3,8633
5605,18,7,12015
5606,843,4,13369
5607,308,2,5229
5608,359,4,10497
5609,53,6,13926
5610,345,4,13429
5611,174,6,16385
5612,94,5,9645
5613,20,6,15422
5614,221,8,19481
5615,31,4,9373
5616,297,7,12689
5617,581,4,9958
5618,764,4,7005
5619,533,6,16016
5620,73,12,38503
5621,44,3,10458
5622,49,2,4899
5623,36,9,27443
5624,1205,3,6553
5625,321,4,15251
5626,813,2,5087
5627,33,10,21775
5628,122,4,15357
5629,29,5,11832
5630,71,13,40768
5631,139,5,9518
5632,309,5,19394
5633,558,5,19839
5634,56,9,27640
5635,116,7,20884
5636,455,4,9199
5637,78,8,18007
5638,47,5,13503
5639,162,3,12774
5640,651,6,22343
5641,104,7,21541
5642,376,4,10704
5643,514,2,9846
5644,483,3,10123
5645,415,1,2377
5646,207,3,5829
5647,57,4,11779
5648,7,4,10819
5649,395,8,15233
5650,378,5,11216
5651,141,4,8307
5652,65,4,11137
5653,68,8,25955
5654,2,5,8523
5655,674,4,6890
5656,551,6,19497
5657,224,3,6069
5658,814,3,11101
5659,80,2,5334
5660,43,6,15857
5661,7,6,12061
5662,121,4,10115
5663,774,3,10491
5664,167,4,11790
5665,18,6,9382
5666,245,4,6594
5667,614,1,1407
5668,361,4,8491
5669,225,3,5926
5670,169,6,14745
5671,340,4,9309
5672,88,5,11907
5673,104,8,18788
5674,103,4,12599
5675,90,11,29930
5676,197,2,4597
5677,136,3,9370
5678,232,8,15181
5679,53,4,8766
5680,388,5,16845
5681,107,9,23081
5682,62,8,25767
5683,211,7,19013
5684,59,7,16691
5685,151,5,10794
5686,581,4,8612
5687,1093,1,3523
5688,188,4,7288
5689,54,3,6787
5690,68,5,14715
5691,295,5,10093
5692,305,5,12220
5693,80,5,10166
5694,32,12,28996
5695,374,2,5745
5696,333,3,8762
5697,284,7,18245
5698,13,8,23767
5699,54,9,24904
5700,243,8,17732
5701,48,4,11676
5702,62,9,21518
5703,347,5,6045
5704,1050,4,13850
5705,2,5,13240
5706,485,5,11497
5707,555,5,11863
5708,363,6,19047
5709,21,4,6902
5710,393,4,13883
5711,43,5,16524
5712,163,4,12459
5713,25,6,15011
5714,252,10,30217
5715,215,7,20214
5716,220,7,17654
5717,391,3,12203
5718,151,5,14048
5719,583,4,12478
5720,907,2,983
5721,363,7,21365
5722,150,6,22221
5723,260,7,19293
5724,334,3,10634
5725,998,1,4539
5726,212,5,12929
5727,16,4,12342
5728,699,2,5166
5729,1151,2,1637
5731,38,10,28300
5732,135,6,16597
5733,399,2,5872
5734,18,3,9277
5736,921,2,4051
5737,72,7,18632
5738,536,6,18128
5739,50,7,24396
5740,91,6,22211
5741,289,6,11104
5742,204,10,23482
5743,321,6,15574
5744,117,4,17382
5745,145,3,7743
5746,303,5,17879
5747,314,3,8012
5748,904,2,6462
5749,387,4,6293
5750,522,1,1959
5751,196,7,18868
5752,348,5,12435
5753,371,2,8011
5754,38,5,7604
5755,111,5,11989
5756,717,3,5269
5757,563,1,3960
5758,436,5,11879
5759,174,6,21055
5760,122,10,37235
5761,698,5,9984
5762,754,3,8111
5763,105,9,31133
5764,86,5,8964
5765,125,7,20957
5766,135,6,15951
5767,119,5,11274
5768,38,6,18614
5769,387,3,5895
5770,210,5,14385
5771,145,7,21698
5772,599,3,7515
5773,58,5,20118
5774,530,3,7207
5775,117,7,11864
5776,124,3,10741
5777,218,5,9432
5778,152,4,10264
5780,109,4,9484
5781,1204,1,343
5782,201,8,24967
5783,31,6,15987
5784,338,7,15792
5785,428,2,3875
5786,294,6,22342
5787,221,8,16585
5788,461,6,9180
5789,365,5,11233
5790,105,1,3783
5791,473,5,17113
5792,208,7,15601
5793,220,3,8166
5794,886,5,14176
5795,38,3,7770
5796,166,6,16399
5797,791,2,2415
5798,81,6,15103
5799,149,9,17877
5800,252,7,21196
5801,54,5,19950
5802,1039,5,10910
5803,147,3,10178
5804,13,9,27140
5805,171,3,7712
5806,198,4,18578
5807,210,7,26136
5808,227,7,26064
5809,14,8,18971
5810,408,2,5570
5811,49,1,5050
5812,143,3,6856
5813,176,2,6134
5814,95,2,5853
5815,163,4,11896
5816,186,3,10986
5817,349,3,8469
5818,591,5,13926
5819,71,4,11838
5820,15,5,19032
5821,138,6,12768
5822,5,9,23038
5823,366,5,10886
5824,708,2,6000
5825,17,6,13960
5826,359,2,1148
5827,70,6,15053
5828,3,6,25198
5829,12,8,23266
5830,121,4,10800
5831,30,5,16900
5832,242,5,11554
5833,119,6,13625
5834,252,5,11846
5835,148,11,30748
5836,39,6,16668
5837,109,1,3882
5838,147,5,18293
5839,431,3,5420
5840,252,5,9560
5841,284,5,14429
5842,75,6,11112
5843,431,4,8716
5844,32,12,46541
5845,3,12,40737
5846,9,7,20100
5847,110,3,3164
5848,261,6,15059
5849,37,6,13174
5850,13,7,22623
5851,109,5,19404
5852,86,5,8743
5853,33,5,19159
5854,11,2,1701
5855,35,6,14815
5856,585,7,24129
5857,229,5,15011
5858,86,4,11603
5859,127,8,15547
5860,76,4,12872
5861,22,7,18653
5862,12,3,9246
5863,58,7,16648
5864,359,2,6274
5865,339,1,3037
5866,25,3,6580
5867,4,6,21547
5868,229,7,22461
5869,271,6,14099
5870,150,9,25300
5871,57,7,17436
5872,548,4,8669
5873,112,5,12693
5874,20,10,21242
5875,292,6,13942
5876,185,6,15780
5877,14,9,24822
5878,15,5,15464
5879,224,4,14663
5880,43,8,20059
5881,239,5,7438
5882,548,5,12616
5883,521,8,16589
5884,341,6,19061
5885,216,3,4914
5886,325,5,11293
5887,474,1,4590
5888,119,7,17318
5889,507,9,25733
5890,99,3,8088
5891,673,3,7968
5892,1137,2,6627
5893,284,6,15357
5894,661,5,6915
5895,268,4,8295
5896,1068,1,2959
5898,93,5,14593
5899,95,7,26538
5900,201,3,9729
5901,46,6,21145
5902,924,4,14008
5903,28,2,2355
5904,507,4,13513
5905,239,4,11391
5906,13,9,22431
5907,7,3,8331
5908,497,3,10386
5909,40,8,19087
5910,48,3,12403
5911,130,6,21065
5912,209,6,14992
5913,54,6,12870
5914,154,8,23203
5915,369,4,9861
5916,23,7,15435
5917,342,3,6523
5918,22,6,15568
5919,298,6,25286
5920,104,6,11137
5921,7,2,7252
5922,33,7,16374
5923,268,3,5517
5924,379,1,554
5925,138,8,27979
5926,234,6,16903
5927,80,3,8254
5928,184,7,16506
5929,387,6,16344
5930,3,8,17625
5931,105,7,14433
5932,56,7,11922
5933,519,4,11601
5934,226,4,13664
5935,191,5,14912
5936,171,6,16898
5937,267,5,10184
5938,47,6,23028
5939,1011,1,2914
5940,658,2,5350
5941,346,4,9482
5942,116,7,18384
5943,314,4,11899
5944,67,5,15247
5945,9,8,26532
5946,521,4,8424
5947,625,7,15792
5948,474,4,16047
5949,224,5,14372
5951,934,1,2418
5952,323,2,4528
5953,312,3,5193
5954,23,4,8605
5955,39,7,21220
5956,141,4,10963
5957,125,4,10885
5958,672,6,18036
5959,47,1,1023
5960,154,5,21186
5961,70,7,15031
5962,249,3,8421
5963,304,5,8753
5964,53,9,23658
5965,720,2,6371
5966,249,3,12265
5967,236,3,11282
5968,905,4,9797
5969,43,10,27113
5970,62,8,21757
5971,312,5,10972
5972,383,2,6576
5973,227,7,17705
5974,25,5,14244
5975,142,5,17753
5976,372,5,11673
5977,771,1,1064
5978,271,6,17368
5979,20,6,16647
5980,128,9,23723
5981,373,6,12577
5982,101,4,7413
5983,68,8,23018
5984,61,6,15940
5985,293,8,28927
5986,41,8,23947
5987,121,3,7062
5988,181,8,20171
5989,195,5,18559
5990,315,8,23022
5991,1034,2,2817
5992,286,2,6581
5993,450,5,17675
5994,114,4,14149
5995,225,4,11999
5996,39,6,15816
5997,87,7,20655
5998,379,6,11607
5999,38,5,9324
6000,788,2,5237
6001,24,4,9880
6002,226,5,13146
6003,285,5,7669
6004,411,3,6357
6005,218,6,14181
6006,2,7,25887
6007,838,2,3526
6008,234,6,18916
6009,191,3,6655
6010,118,4,12857
6011,811,1,2808
6012,706,3,7071
6013,5,5,14396
6014,468,3,6244
6015,509,2,5503
6016,69,5,12469
6017,1236,1,5156
6018,1,5,16134
6019,70,5,10434
6020,326,10,32766
6021,163,6,10897
6022,578,4,12201
6023,313,7,20952
6024,173,4,8679
6025,251,6,20377
6026,98,4,13363
6027,159,6,18893
6028,140,5,17500
6029,17,3,2567
6030,98,6,21218
6031,127,3,6308
6032,12,6,14944
6033,50,3,7566
6034,1,7,9452
6035,7,5,9044
6036,49,6,18143
6037,175,9,19262
6038,150,5,13207
6039,278,5,16231
6040,26,7,19068
6041,489,3,11653
6042,88,7,26047
6043,61,7,13136
6044,115,4,10357
6045,146,5,12629
6046,628,5,18001
6047,699,8,20770
6048,1005,1,3918
6049,357,2,6041
6050,211,4,7302
6051,57,2,7669
6052,131,3,9792
6053,402,3,7866
6054,534,3,10143
6055,758,2,5207
6056,239,4,9075
6057,175,7,20120
6058,242,2,1730
6059,308,3,11253
6060,85,9,26295
6061,253,4,13093
6062,440,5,15068
6063,476,2,5753
6064,32,8,22189
6065,277,6,10509
6066,68,10,21395
6067,129,8,21406
6068,193,7,23750
6069,400,6,19803
6070,7,7,20480
6071,743,4,8694
6072,55,5,11593
6073,76,5,16440
6074,83,5,9734
6075,27,6,14569
6076,533,6,20191
6077,785,2,8008
6078,982,5,21389
6079,212,7,24478
6080,221,9,25607
6081,139,2,3597
6082,707,4,8306
6083,161,4,14094
6084,596,4,9492
6085,82,8,27547
6086,162,3,9185
6087,156,7,14912
6088,65,5,11035
6089,115,10,26384
6090,240,5,9189
6091,309,3,5181
6092,289,6,16282
6093,98,7,19086
6094,286,3,10643
6095,20,7,19959
6096,245,4,13770
6097,393,5,6916
6098,215,4,12052
6099,163,5,15788
6100,73,6,12919
6101,71,9,29248
6102,234,8,12984
6103,163,2,9146
6104,208,2,9398
6105,93,7,20124
6106,297,6,21309
6107,42,8,29973
6108,89,8,23911
6109,183,7,23443
6110,12,9,20906
6111,43,4,17941
6112,12,9,17805
6113,141,5,15145
6114,23,6,18349
6115,152,5,10675
6116,901,2,10071
6117,421,4,5536
6118,476,4,10194
6119,450,5,16899
6120,392,7,18910
6121,178,4,13687
6122,139,4,12901
6123,18,9,28765
6124,404,5,12241
6125,526,4,10125
6126,84,3,8938
6127,13,7,16106
6128,91,8,20318
6129,66,5,12228
6130,75,6,11985
6131,80,9,23543
6132,86,6,11341
6133,80,11,24224
6134,480,6,14169
6135,59,5,16077
6136,8,4,13327
6137,624,2,8975
6138,244,6,14079
6139,152,7,16665
6140,234,3,3183
6141,667,1,4827
6142,148,11,27474
6143,261,2,5434
6144,313,4,12965
6145,51,7,20759
6146,575,3,10402
6147,234,11,28588
6148,13,3,8860
6149,137,8,14821
6150,324,7,19126
6151,98,3,11707
6152,288,7,17797
6153,376,5,11247
6154,36,7,21325
6155,191,4,11110
6156,530,2,2404
6157,875,2,2358
6158,166,4,12507
6159,94,3,7660
6160,260,4,10037
6161,233,3,9437
6162,491,3,8448
6163,144,5,11004
6164,163,5,15109
6165,52,4,7553
6166,12,5,13901
6167,666,2,5724
6168,378,5,12433
6169,423,2,806
6170,188,8,21774
6171,129,7,10306
6172,339,3,10286
6173,69,7,19116
6174,95,3,6983
6175,272,8,16751
6176,210,4,3956
6177,17,9,24583
6178,468,4,15550
6179,344,4,10647
6180,218,5,8099
6181,147,9,26609
6182,109,3,6843
6183,476,2,4978
6184,148,5,13678
6185,70,4,11145
6186,811,4,12068
6187,183,10,29293
6188,272,9,21898
6189,140,5,7663
6190,187,5,14509
6192,353,5,16825
6193,276,5,11740
6194,115,8,18989
6195,743,2,7441
6196,528,2,5072
6197,129,3,6855
6198,313,2,3379
6199,505,5,19218
6200,940,3,6859
6201,652,1,4118
6202,734,2,3083
6203,137,3,10325
6204,1015,4,11768
6205,220,8,13445
6206,57,7,16046
6207,214,6,19961
6208,288,5,12230
6209,174,2,4562
6210,22,6,14112
6211,150,2,7065
6212,157,7,21816
6213,697,5,15660
6214,108,4,14597
6215,106,5,16402
6216,58,9,29953
6217,241,5,10214
6218,531,3,7092
6219,255,5,15493
6220,374,7,19686
6221,64,7,19160
6222,257,4,12033
6223,85,5,13731
6224,96,4,14223
6225,107,4,10756
6226,187,11,28028
6227,30,4,12583
6228,76,3,2745
6229,205,4,10876
6230,493,7,19171
6231,27,9,21318
6232,93,4,10325
6233,592,3,6817
6234,745,6,11333
6235,823,4,11841
6236,100,3,5979
6237,202,6,11943
6238,434,3,7381
6239,206,8,21962
6240,41,8,23041
6241,296,4,12691
6242,272,5,14223
6243,161,3,9419
6244,864,3,9896
6245,141,10,25847
6246,78,7,21447
6247,85,8,20771
6248,630,2,9087
6249,206,6,14459
6250,142,5,10407
6251,891,6,15435
6252,5,5,10013
6253,90,5,16322
6254,238,5,10994
6255,462,3,7664
6256,35,5,15844
6257,251,5,9211
6258,16,7,15914
6259,78,6,16718
6260,251,4,13780
6261,513,3,9677
6262,186,5,8798
6263,51,9,28207
6264,102,3,7454
6265,241,4,6901
6266,34,6,12048
6267,125,9,16241
6268,650,4,3373
6269,104,4,14596
6270,45,2,2255
6271,226,4,10056
6272,72,3,7221
6273,329,6,16908
6274,283,4,11064
6275,592,4,12782
6276,220,1,4659
6277,237,5,10746
6278,1009,3,4515
6280,190,8,21970
6281,568,5,19256
6282,192,5,7042
6283,131,8,18173
6284,470,3,7413
6285,172,4,10505
6286,223,4,10264
6287,184,5,17903
6288,46,5,16340
6289,10,7,16767
6290,333,5,17916
6291,173,3,11349
6292,57,6,11446
6293,774,3,7736
6294,202,5,14478
6295,121,2,1303
6296,235,5,19773
6297,95,7,18984
6298,63,8,19281
6299,451,2,5193
6300,276,5,17035
6301,65,3,5647
6302,156,2,2273
6303,464,2,8115
6304,137,5,10143
6305,13,8,18620
6306,337,3,10590
6307,177,4,11616
6308,687,4,16917
6309,68,2,5044
6310,128,3,8041
6311,159,4,15481
6313,291,5,10491
6314,33,9,14357
6315,171,7,22485
6316,132,7,19322
6317,827,3,8880
6318,178,4,11936
6319,237,4,11367
6320,23,3,10042
6321,238,7,22794
6322,229,5,19550
6323,327,4,13131
6324,147,6,19080
6325,294,3,6648
6326,141,8,21385
6327,301,5,19864
6328,61,7,20800
6329,255,6,18596
6330,193,6,19134
6331,10,7,19548
6332,54,9,19898
6333,54,5,13040
6334,169,7,13485
6335,459,4,8775
6336,297,5,11338
6338,198,5,14304
6339,478,3,5780
6340,25,7,20117
6341,512,5,16579
6342,333,3,5910
6343,431,2,1654
6344,78,3,9456
6345,404,6,19961
6346,172,6,17083
6347,106,5,12543
6348,29,6,19859
6349,18,10,29075
6350,247,6,15122
6351,275,4,9644
6352,151,4,10892
6353,47,9,29609
6354,34,5,14429
6355,67,7,19865
6356,10,6,14745
6357,6,8,18353
6358,48,5,11027
6359,33,6,16104
6360,146,5,14848
6361,243,6,17303
6362,38,8,17041
6363,72,5,9917
6364,46,4,8446
6365,623,7,19721
6366,269,3,11705
6367,48,6,17960
6368,587,5,12193
6369,3,8,19002
6370,294,7,21887
6371,80,3,4421
6372,120,7,19409
6373,16,4,12163
6374,13,4,15235
6375,202,2,5477
6376,220,4,8535
6377,182,4,12928
6378,784,2,2666
6379,514,4,10337
6380,126,7,19615
6381,30,6,15901
6382,60,6,15892
6383,132,6,17266
6384,124,2,2351
6385,128,5,11724
6386,153,4,6092
6387,221,8,24889
6388,252,2,2042
6389,116,3,11203
6390,66,13,27096
6391,492,5,11817
6392,144,2,3520
6393,366,4,15381
6394,170,9,23106
6395,452,4,13650
6396,61,6,13794
6398,17,5,13252
6399,165,8,25835
6400,230,3,10136
6401,56,7,24959
6402,246,6,18597
6403,258,4,10014
6404,26,5,9252
6405,470,4,7804
6406,161,4,10060
6407,152,6,18482
6408,32,7,16610
6409,72,9,23430
6410,334,5,12206
6411,188,6,20598
6412,275,3,10562
6413,185,8,26709
6414,81,4,13640
6415,295,4,8976
6416,370,5,16087
6417,116,6,11206
6418,278,2,4433
6419,203,4,11157
6420,266,4,11226
6421,529,5,18571
6422,419,5,11922
6423,279,2,8925
6424,462,5,21765
6425,275,4,10793
6426,87,15,36241
6427,62,9,15177
6428,275,3,12179
6429,172,5,18914
6430,112,7,25845
6431,16,4,9826
6432,209,6,14330
6433,4,9,24631
6434,289,3,7960
6435,103,6,15899
6436,24,6,21288
6437,99,7,19477
6438,199,3,9828
6439,6,10,27832
6440,111,5,10201
6441,143,6,16305
6442,139,5,14233
6443,56,6,13525
6444,164,5,16992
6445,12,4,7289
6446,98,6,21071
6447,215,5,13115
6448,166,9,25209
6449,68,4,6774
6450,19,5,10309
6451,236,3,7713
6452,299,4,14326
6453,53,5,9921
6454,419,2,3321
6455,264,6,15976
6456,361,3,9886
6457,52,6,21554
6458,358,5,17946
6459,650,4,8630
6460,197,3,9178
6461,149,4,10261
6462,124,4,10000
6463,83,9,23211
6464,480,4,8345
6465,166,6,12800
6466,100,8,22367
6467,198,5,15145
6468,175,3,3300
6469,180,6,19217
6470,117,8,20857
6471,50,4,12198
6472,150,4,12434
6473,171,3,7505
6474,170,4,11633
6475,1208,2,4460
6476,78,5,10544
6477,285,4,6496
6478,182,8,20771
6480,16,10,25530
6481,160,3,7955
6482,316,8,21534
6483,542,3,9984
6484,110,3,6658
6485,474,3,12929
6486,333,5,12631
6487,208,5,11556
6488,62,5,14488
6490,154,6,17782
6491,124,5,16944
6492,223,4,11384
6493,569,3,6220
6494,192,2,6867
6495,17,7,27879
6496,175,2,4435
6497,455,5,10453
6498,80,6,18142
6499,611,1,1444
6500,267,5,8216
6501,227,6,15911
6502,217,9,20129
6503,296,4,4606
6504,124,4,14990
6505,7,6,12779
6506,84,9,21684
6507,99,4,9893
6508,60,9,16190
6509,11,6,17980
6510,181,5,15454
6511,237,6,19152
6512,310,6,13683
6513,1,5,12826
6514,116,2,4769
6515,342,5,13171
6516,968,2,6415
6517,8,5,16431
6518,381,5,15079
6519,301,5,15423
6520,312,3,10641
6521,121,6,13904
6522,32,9,25705
6523,537,5,9824
6524,189,6,15752
6525,78,7,16633
6526,503,3,9770
6527,137,4,9892
6528,15,5,11020
6529,305,8,22101
6530,260,3,11232
6531,72,8,22110
6532,17,7,15362
6533,478,3,5472
6534,45,7,19372
6535,221,2,4421
6536,220,5,11101
6537,32,9,29970
6538,39,8,18745
6539,846,2,7999
6540,89,5,19879
6541,701,5,16467
6542,431,4,7284
