customer_id,recency_rfm,frequency,monetary,cluster,customer_age,total_purchases,total_spending,average_order_value,total_quantity,total_returns,recency_churn,churn,return_rate,churn_probability,churn_risk
2747,906,3,11755,0,25,3,11755,3918.3333333333335,9,2.0,906,0,0.6666666666666666,0.4786194959824705,Medium Risk
2748,98,6,14859,1,20,6,14859,2476.5,26,1.0,98,0,0.1666666666666666,0.4474821272996074,Medium Risk
2749,584,4,10964,0,63,4,10964,2741.0,14,1.0,584,0,0.25,0.4898700833790975,Medium Risk
2750,73,10,24366,1,22,10,24366,2436.6,30,4.0,73,0,0.4,0.5060115125650022,Medium Risk
2751,749,2,3608,0,64,2,3608,1804.0,7,2.0,749,1,1.0,0.4832101670053976,Medium Risk
2752,9,4,14056,0,21,4,14056,3514.0,10,2.0,9,0,0.5,0.5216596284087784,Medium Risk
2753,74,4,6242,0,20,4,6242,1560.5,17,3.0,74,0,0.75,0.4615931569558793,Medium Risk
2754,417,3,7435,0,25,3,7435,2478.333333333333,12,2.0,417,0,0.6666666666666666,0.4920375975904575,Medium Risk
2755,228,1,2964,0,69,1,2964,2964.0,5,1.0,228,0,1.0,0.4534126908056617,Medium Risk
2756,166,9,19547,1,38,9,19547,2171.8888888888887,28,5.0,166,0,0.5555555555555556,0.4932507301111614,Medium Risk
2757,99,7,24950,1,26,7,24950,3564.285714285714,24,2.0,99,0,0.2857142857142857,0.4750455283276286,Medium Risk
2758,41,7,23332,1,58,7,23332,3333.1428571428573,15,1.0,41,0,0.1428571428571428,0.4757162724695124,Medium Risk
2759,221,2,5396,0,47,2,5396,2698.0,6,1.0,221,0,0.5,0.4875484999621198,Medium Risk
2760,50,10,26649,1,28,10,26649,2664.9,28,3.0,50,0,0.3,0.4936705478099268,Medium Risk
2761,206,2,6489,0,28,2,6489,3244.5,7,1.0,206,0,0.5,0.5175650245812998,Medium Risk
2762,231,5,16439,1,55,5,16439,3287.8,19,3.0,231,0,0.6,0.4894215775581931,Medium Risk
2763,79,6,13317,1,68,6,13317,2219.5,21,4.0,79,0,0.6666666666666666,0.4796579325481969,Medium Risk
2765,3,7,15687,1,69,7,15687,2241.0,26,1.0,3,0,0.1428571428571428,0.4029504655781723,Medium Risk
2766,2,6,13313,1,19,6,13313,2218.833333333333,16,2.0,2,0,0.3333333333333333,0.4224399693058451,Medium Risk
2767,284,5,9572,0,23,5,9572,1914.4,16,3.0,284,0,0.6,0.4719961291652076,Medium Risk
2768,171,5,9663,0,36,5,9663,1932.6,14,2.0,171,1,0.4,0.4960063308373685,Medium Risk
2769,127,4,14677,0,28,4,14677,3669.25,14,2.0,127,1,0.5,0.5080992737622081,Medium Risk
2770,548,5,11028,0,29,5,11028,2205.6,16,2.0,548,1,0.4,0.4909582957303239,Medium Risk
2771,195,12,32750,1,27,12,32750,2729.1666666666665,38,6.0,195,0,0.5,0.5073694826708366,Medium Risk
2772,349,2,6577,0,65,2,6577,3288.5,6,1.0,349,0,0.5,0.5126708998109002,Medium Risk
2773,55,10,24787,1,36,10,24787,2478.7,32,4.0,55,1,0.4,0.5050378993492727,Medium Risk
2774,440,3,5634,0,41,3,5634,1878.0,9,3.0,440,0,1.0,0.4260279856085893,Medium Risk
2775,98,4,11577,0,48,4,11577,2894.25,12,2.0,98,0,0.5,0.5063522302837279,Medium Risk
2776,130,7,25589,1,69,7,25589,3655.571428571429,16,4.0,130,0,0.5714285714285714,0.4933156877402468,Medium Risk
2777,94,7,16140,1,25,7,16140,2305.714285714286,15,3.0,94,0,0.4285714285714285,0.489516783458758,Medium Risk
2778,535,4,11132,0,67,4,11132,2783.0,12,1.0,535,0,0.25,0.4978154244111716,Medium Risk
2779,43,10,28498,1,19,10,28498,2849.8,30,4.0,43,0,0.4,0.4504969748669307,Medium Risk
2780,82,3,8463,0,24,3,8463,2821.0,9,1.0,82,0,0.3333333333333333,0.4869788801010557,Medium Risk
2782,15,7,23025,1,38,7,23025,3289.285714285714,28,3.0,15,0,0.4285714285714285,0.473980451519718,Medium Risk
2783,921,2,3728,0,40,2,3728,1864.0,4,2.0,921,0,1.0,0.4943531012503343,Medium Risk
2784,36,8,28152,1,42,8,28152,3519.0,29,5.0,36,0,0.625,0.482217749290094,Medium Risk
2785,270,3,7780,0,36,3,7780,2593.333333333333,8,2.0,270,1,0.6666666666666666,0.5069643020289294,Medium Risk
2786,289,5,15162,0,36,5,15162,3032.4,9,1.0,289,1,0.2,0.4920102564475385,Medium Risk
2787,133,6,14703,1,36,6,14703,2450.5,17,1.0,133,0,0.1666666666666666,0.4799593894803617,Medium Risk
2788,278,6,18297,1,33,6,18297,3049.5,13,3.0,278,1,0.5,0.4871476996224161,Medium Risk
2789,56,3,7334,0,22,3,7334,2444.6666666666665,9,2.0,56,0,0.6666666666666666,0.4847986580383268,Medium Risk
2790,294,9,20750,1,34,9,20750,2305.555555555556,27,6.0,294,0,0.6666666666666666,0.4860164259790745,Medium Risk
2791,383,6,18291,1,58,6,18291,3048.5,12,3.0,383,0,0.5,0.4966030413537089,Medium Risk
2792,64,6,20534,1,52,6,20534,3422.333333333333,19,2.0,64,0,0.3333333333333333,0.4800715442040354,Medium Risk
2793,31,5,15570,1,41,5,15570,3114.0,15,3.0,31,1,0.6,0.5098445771445956,Medium Risk
2794,104,3,11480,0,20,3,11480,3826.6666666666665,7,0.0,104,0,0.0,0.4792816471060723,Medium Risk
2795,236,5,11269,0,61,5,11269,2253.8,19,3.0,236,0,0.6,0.4735951231154916,Medium Risk
2796,146,9,28918,1,39,9,28918,3213.1111111111118,33,3.0,146,0,0.3333333333333333,0.4681773393743726,Medium Risk
2797,358,4,10494,0,25,4,10494,2623.5,16,2.0,358,0,0.5,0.4897635534988633,Medium Risk
2798,338,2,4976,0,54,2,4976,2488.0,5,1.0,338,0,0.5,0.4951663016590471,Medium Risk
2799,553,4,7407,0,21,4,7407,1851.75,16,1.0,553,0,0.25,0.4585785114151136,Medium Risk
2800,236,4,13657,0,53,4,13657,3414.25,10,2.0,236,0,0.5,0.5027568904603507,Medium Risk
2801,73,7,20903,1,45,7,20903,2986.1428571428573,18,3.0,73,0,0.4285714285714285,0.480055400054878,Medium Risk
2802,126,4,8724,0,28,4,8724,2181.0,8,2.0,126,0,0.5,0.4959928365575154,Medium Risk
2803,282,3,4729,0,23,3,4729,1576.3333333333333,7,1.0,282,0,0.3333333333333333,0.4765991125427012,Medium Risk
2804,48,2,8845,0,65,2,8845,4422.5,4,1.0,48,1,0.5,0.5477756030062456,Medium Risk
2805,287,2,9178,0,19,2,9178,4589.0,9,1.0,287,0,0.5,0.4268150458869481,Medium Risk
2806,112,3,7619,0,34,3,7619,2539.6666666666665,9,3.0,112,0,1.0,0.4695302572939324,Medium Risk
2807,71,6,15936,1,40,6,15936,2656.0,17,3.0,71,0,0.5,0.476916112489461,Medium Risk
2808,263,10,21963,1,66,10,21963,2196.3,27,6.0,263,1,0.6,0.5394431413914041,Medium Risk
2809,339,3,3738,0,46,3,3738,1246.0,10,0.0,339,0,0.0,0.4849357872913618,Medium Risk
2810,75,5,18535,1,58,5,18535,3707.0,16,3.0,75,0,0.6,0.4979630184964623,Medium Risk
2811,159,10,24036,1,22,10,24036,2403.6,27,2.0,159,0,0.2,0.485365300426815,Medium Risk
2812,114,6,15811,1,53,6,15811,2635.1666666666665,17,2.0,114,0,0.3333333333333333,0.4739665448613878,Medium Risk
2813,58,5,9988,0,19,5,9988,1997.6,17,2.0,58,0,0.4,0.5022672833024506,Medium Risk
2814,1044,1,4836,0,30,1,4836,4836.0,3,0.0,1044,0,0.0,0.4204261986616223,Medium Risk
2815,132,6,15165,1,50,6,15165,2527.5,12,2.0,132,0,0.3333333333333333,0.4875843282926239,Medium Risk
2816,524,3,9170,0,53,3,9170,3056.6666666666665,7,1.0,524,0,0.3333333333333333,0.5012914520233784,Medium Risk
2817,1313,1,4662,0,63,1,4662,4662.0,5,0.0,1313,0,0.0,0.4335349830067651,Medium Risk
2818,808,2,4455,0,31,2,4455,2227.5,7,1.0,808,0,0.5,0.507616690335203,Medium Risk
2819,68,3,8908,0,69,3,8908,2969.333333333333,6,1.0,68,0,0.3333333333333333,0.4855206441589058,Medium Risk
2820,147,4,13314,0,39,4,13314,3328.5,11,3.0,147,1,0.75,0.505576597262881,Medium Risk
2821,212,4,12501,0,34,4,12501,3125.25,9,1.0,212,0,0.25,0.5027618450044216,Medium Risk
2822,202,7,21097,1,34,7,21097,3013.8571428571427,15,1.0,202,0,0.1428571428571428,0.4871360082970157,Medium Risk
2823,108,6,10504,1,22,6,10504,1750.6666666666667,21,2.0,108,0,0.3333333333333333,0.473832110138722,Medium Risk
2824,133,3,5814,0,37,3,5814,1938.0,10,1.0,133,0,0.3333333333333333,0.4957149722482362,Medium Risk
2825,72,7,31407,1,21,7,31407,4486.714285714285,23,3.0,72,0,0.4285714285714285,0.384893176932981,Medium Risk
2826,20,3,9109,0,64,3,9109,3036.333333333333,14,0.0,20,0,0.0,0.4915927629217654,Medium Risk
2827,373,5,7973,0,60,5,7973,1594.6,16,2.0,373,0,0.4,0.4817458573035166,Medium Risk
2828,606,4,10946,0,26,4,10946,2736.5,6,1.0,606,0,0.25,0.4702613696719888,Medium Risk
2829,58,4,10594,0,57,4,10594,2648.5,14,2.0,58,1,0.5,0.5104315362994175,Medium Risk
2830,500,5,7849,0,47,5,7849,1569.8,18,2.0,500,0,0.4,0.4766888725320721,Medium Risk
2831,296,3,12934,0,62,3,12934,4311.333333333333,10,2.0,296,0,0.6666666666666666,0.4852502551585664,Medium Risk
2832,783,5,21363,0,60,5,21363,4272.6,11,1.0,783,1,0.2,0.4978158320839043,Medium Risk
2833,334,11,28554,1,47,11,28554,2595.818181818182,42,2.0,334,1,0.1818181818181818,0.5424067227030761,Medium Risk
2834,22,3,12706,0,18,3,12706,4235.333333333333,10,0.0,22,0,0.0,0.4113874464110352,Medium Risk
2835,175,6,8982,0,58,6,8982,1497.0,20,0.0,175,1,0.0,0.4833128945517116,Medium Risk
2836,162,6,13667,1,64,6,13667,2277.833333333333,14,2.0,162,0,0.3333333333333333,0.4910436454040244,Medium Risk
2837,77,6,19270,1,28,6,19270,3211.6666666666665,17,4.0,77,1,0.6666666666666666,0.5004014398715179,Medium Risk
2838,12,5,19373,1,47,5,19373,3874.6,14,0.0,12,0,0.0,0.4568491818261085,Medium Risk
2839,117,5,13548,1,54,5,13548,2709.6,16,2.0,117,0,0.4,0.4743265539340248,Medium Risk
2840,391,8,14493,1,60,8,14493,1811.625,25,3.0,391,0,0.375,0.5117779828964185,Medium Risk
2841,479,3,11169,0,25,3,11169,3723.0,10,3.0,479,0,1.0,0.480097659215258,Medium Risk
2842,49,5,16835,1,28,5,16835,3367.0,13,3.0,49,0,0.6,0.4959345664613503,Medium Risk
2843,254,6,16064,1,64,6,16064,2677.333333333333,18,2.0,254,0,0.3333333333333333,0.4751985849583373,Medium Risk
2844,16,9,26970,1,47,9,26970,2996.6666666666665,36,2.0,16,0,0.2222222222222222,0.4702293995703427,Medium Risk
2845,25,5,17024,1,39,5,17024,3404.8,16,1.0,25,0,0.2,0.48505628419503,Medium Risk
2846,194,3,7812,0,56,3,7812,2604.0,8,1.0,194,0,0.3333333333333333,0.4958897924008018,Medium Risk
2847,76,7,25043,1,41,7,25043,3577.5714285714284,18,3.0,76,0,0.4285714285714285,0.4591945422837735,Medium Risk
2848,732,1,2180,0,60,1,2180,2180.0,1,0.0,732,1,0.0,0.4994108094981515,Medium Risk
2849,501,2,7148,0,67,2,7148,3574.0,5,0.0,501,0,0.0,0.5203928142221808,Medium Risk
2850,345,3,10685,0,44,3,10685,3561.6666666666665,8,1.0,345,1,0.3333333333333333,0.4968940811612102,Medium Risk
2851,19,5,11389,1,38,5,11389,2277.8,15,1.0,19,1,0.2,0.5195535191544096,Medium Risk
2852,68,5,13845,1,55,5,13845,2769.0,14,2.0,68,1,0.4,0.4894829846337298,Medium Risk
2853,240,3,6114,0,47,3,6114,2038.0,8,2.0,240,1,0.6666666666666666,0.4918358417664945,Medium Risk
2854,32,7,19915,1,42,7,19915,2845.0,21,1.0,32,1,0.1428571428571428,0.4892812928857292,Medium Risk
2855,27,7,15012,1,36,7,15012,2144.5714285714284,27,3.0,27,0,0.4285714285714285,0.4980841201856414,Medium Risk
2856,122,5,10229,0,29,5,10229,2045.8,16,3.0,122,1,0.6,0.5023076879292206,Medium Risk
2857,499,5,14531,0,46,5,14531,2906.2,17,2.0,499,0,0.4,0.4744821834350687,Medium Risk
2858,224,3,7483,0,55,3,7483,2494.333333333333,8,0.0,224,0,0.0,0.4822259053281074,Medium Risk
2859,700,3,12866,0,31,3,12866,4288.666666666667,11,1.0,700,0,0.3333333333333333,0.4766795515390141,Medium Risk
2860,653,3,7367,0,37,3,7367,2455.6666666666665,11,0.0,653,0,0.0,0.4682452559320553,Medium Risk
2861,225,4,12588,0,61,4,12588,3147.0,16,3.0,225,0,0.75,0.5120137497949164,Medium Risk
2862,757,4,8955,0,34,4,8955,2238.75,14,3.0,757,0,0.75,0.4768241807857995,Medium Risk
2863,415,8,28002,1,70,8,28002,3500.25,23,2.0,415,0,0.25,0.480410916752914,Medium Risk
2864,147,4,9500,0,40,4,9500,2375.0,11,0.0,147,0,0.0,0.4781542176058302,Medium Risk
2865,96,7,12013,1,34,7,12013,1716.142857142857,21,4.0,96,1,0.5714285714285714,0.4921879308615562,Medium Risk
2866,15,4,3523,0,37,4,3523,880.75,17,2.0,15,1,0.5,0.5655991253916958,Medium Risk
2867,262,7,16292,1,54,7,16292,2327.428571428572,26,3.0,262,0,0.4285714285714285,0.4913256913209046,Medium Risk
2868,65,2,2717,0,19,2,2717,1358.5,6,1.0,65,1,0.5,0.5170443060062067,Medium Risk
2869,136,4,11621,0,63,4,11621,2905.25,12,1.0,136,1,0.25,0.5027276455118987,Medium Risk
2870,66,8,18856,1,61,8,18856,2357.0,21,3.0,66,0,0.375,0.5006734419508142,Medium Risk
2871,420,2,4381,0,30,2,4381,2190.5,4,1.0,420,0,0.5,0.5156277755241385,Medium Risk
2872,103,2,3616,0,54,2,3616,1808.0,7,2.0,103,0,1.0,0.4711916059981614,Medium Risk
2873,122,8,20374,1,26,8,20374,2546.75,27,1.0,122,0,0.125,0.4547711305666911,Medium Risk
2874,181,4,14633,0,43,4,14633,3658.25,13,0.0,181,0,0.0,0.4872150979949721,Medium Risk
2875,326,4,14473,0,70,4,14473,3618.25,5,1.0,326,1,0.25,0.4772577407194208,Medium Risk
2876,374,9,19786,1,68,9,19786,2198.4444444444443,27,1.0,374,0,0.1111111111111111,0.4525868066977521,Medium Risk
2877,46,2,3489,0,69,2,3489,1744.5,7,1.0,46,1,0.5,0.5217486567151667,Medium Risk
2878,122,5,11672,0,52,5,11672,2334.4,22,2.0,122,0,0.4,0.4697088627554479,Medium Risk
2879,66,6,14330,1,43,6,14330,2388.333333333333,20,4.0,66,1,0.6666666666666666,0.4938722768266674,Medium Risk
2880,10,9,20435,1,33,9,20435,2270.555555555556,25,4.0,10,0,0.4444444444444444,0.4932313407924366,Medium Risk
2881,150,5,21617,1,68,5,21617,4323.4,12,2.0,150,0,0.4,0.4582866480090429,Medium Risk
2882,30,4,10202,0,22,4,10202,2550.5,10,1.0,30,0,0.25,0.504206718970536,Medium Risk
2883,10,4,11971,0,28,4,11971,2992.75,12,2.0,10,0,0.5,0.514388998221195,Medium Risk
2884,16,3,12208,0,53,3,12208,4069.3333333333335,6,1.0,16,0,0.3333333333333333,0.5105692844173223,Medium Risk
2885,27,6,16733,1,28,6,16733,2788.833333333333,18,2.0,27,0,0.3333333333333333,0.4755021289632007,Medium Risk
2886,607,1,4929,0,68,1,4929,4929.0,4,0.0,607,0,0.0,0.4269634301741474,Medium Risk
2887,154,6,10006,0,20,6,10006,1667.6666666666667,16,3.0,154,0,0.5,0.5052738252238747,Medium Risk
2888,299,3,7784,0,60,3,7784,2594.6666666666665,10,0.0,299,0,0.0,0.4849962443846055,Medium Risk
2889,389,7,20154,1,37,7,20154,2879.1428571428573,22,1.0,389,0,0.1428571428571428,0.4730966228513834,Medium Risk
2890,67,7,19601,1,55,7,19601,2800.1428571428573,20,3.0,67,0,0.4285714285714285,0.468168044764045,Medium Risk
2891,232,2,9268,0,36,2,9268,4634.0,6,1.0,232,0,0.5,0.4813770538121455,Medium Risk
2892,96,3,5500,0,35,3,5500,1833.3333333333333,7,1.0,96,0,0.3333333333333333,0.4911638767738313,Medium Risk
2893,74,8,25462,1,49,8,25462,3182.75,28,4.0,74,0,0.5,0.4916703224988518,Medium Risk
2894,113,4,15039,0,39,4,15039,3759.75,18,1.0,113,0,0.25,0.4984121004602475,Medium Risk
2895,449,4,8809,0,52,4,8809,2202.25,11,1.0,449,0,0.25,0.4954809645941998,Medium Risk
2896,302,2,2507,0,40,2,2507,1253.5,6,1.0,302,0,0.5,0.515979020391118,Medium Risk
2897,61,6,16313,1,36,6,16313,2718.833333333333,17,5.0,61,0,0.8333333333333334,0.4828969571551553,Medium Risk
2898,144,5,13809,1,52,5,13809,2761.8,13,3.0,144,0,0.6,0.4870483886550454,Medium Risk
2899,115,6,20066,1,43,6,20066,3344.333333333333,18,3.0,115,0,0.5,0.4790250522552901,Medium Risk
2900,32,5,12694,1,53,5,12694,2538.8,17,0.0,32,0,0.0,0.4887780717068053,Medium Risk
2901,90,11,30832,1,42,11,30832,2802.909090909091,41,6.0,90,0,0.5454545454545454,0.483996851931021,Medium Risk
2902,301,7,16487,1,41,7,16487,2355.285714285714,26,1.0,301,0,0.1428571428571428,0.4748655908863969,Medium Risk
2903,216,2,2792,0,36,2,2792,1396.0,5,0.0,216,1,0.0,0.5211757948465344,Medium Risk
2904,107,7,21159,1,23,7,21159,3022.714285714286,29,3.0,107,0,0.4285714285714285,0.4834624837509,Medium Risk
2905,173,6,19400,1,47,6,19400,3233.333333333333,17,3.0,173,0,0.5,0.485043611599943,Medium Risk
2906,429,3,8964,0,48,3,8964,2988.0,7,2.0,429,0,0.6666666666666666,0.4987810219088823,Medium Risk
2907,378,1,2797,0,22,1,2797,2797.0,5,0.0,378,0,0.0,0.5144130666654411,Medium Risk
2908,1117,1,571,0,39,1,571,571.0,1,1.0,1117,0,1.0,0.2548975984442461,Low Risk
2909,98,8,20047,1,37,8,20047,2505.875,20,4.0,98,0,0.5,0.4966339231526017,Medium Risk
2910,540,5,12883,0,63,5,12883,2576.6,18,3.0,540,0,0.6,0.4659330987029574,Medium Risk
2911,16,3,12260,0,56,3,12260,4086.6666666666665,8,2.0,16,0,0.6666666666666666,0.5180945908071781,Medium Risk
2912,250,2,4827,0,52,2,4827,2413.5,5,1.0,250,0,0.5,0.4924280540455104,Medium Risk
2913,481,2,5160,0,55,2,5160,2580.0,7,1.0,481,0,0.5,0.5113653133513761,Medium Risk
2914,256,8,22383,1,44,8,22383,2797.875,23,1.0,256,0,0.125,0.486933444716937,Medium Risk
2915,378,3,4398,0,51,3,4398,1466.0,13,1.0,378,0,0.3333333333333333,0.4996591070244729,Medium Risk
2916,273,3,5297,0,24,3,5297,1765.6666666666667,12,2.0,273,0,0.6666666666666666,0.4743051038032043,Medium Risk
2917,108,3,5881,0,28,3,5881,1960.3333333333333,9,1.0,108,0,0.3333333333333333,0.4950684423480226,Medium Risk
2918,155,4,12836,0,63,4,12836,3209.0,12,0.0,155,0,0.0,0.5026936607740108,Medium Risk
2919,257,10,32027,1,39,10,32027,3202.7,23,3.0,257,0,0.3,0.4356561089496075,Medium Risk
2920,87,5,17790,1,60,5,17790,3558.0,16,1.0,87,0,0.2,0.4752438699048752,Medium Risk
2921,345,6,21201,1,64,6,21201,3533.5,17,3.0,345,1,0.5,0.4774433093520445,Medium Risk
2922,102,4,10463,0,52,4,10463,2615.75,16,3.0,102,1,0.75,0.5150188494941956,Medium Risk
2923,642,6,15241,0,47,6,15241,2540.1666666666665,16,1.0,642,0,0.1666666666666666,0.4462793809733809,Medium Risk
2924,444,5,11900,0,51,5,11900,2380.0,17,2.0,444,1,0.4,0.4792083714123075,Medium Risk
2925,303,7,17474,1,25,7,17474,2496.285714285714,17,3.0,303,0,0.4285714285714285,0.4759112859993843,Medium Risk
2926,116,7,16952,1,22,7,16952,2421.714285714286,24,5.0,116,1,0.7142857142857143,0.4990284907813606,Medium Risk
2927,120,8,29161,1,60,8,29161,3645.125,25,4.0,120,1,0.5,0.5217274160111725,Medium Risk
2928,205,7,12869,1,65,7,12869,1838.4285714285716,21,2.0,205,1,0.2857142857142857,0.5001178663178688,Medium Risk
2929,102,5,12063,0,59,5,12063,2412.6,21,3.0,102,0,0.6,0.4838291948281438,Medium Risk
2930,602,2,6689,0,66,2,6689,3344.5,9,0.0,602,0,0.0,0.477621498019761,Medium Risk
2931,915,2,6327,0,20,2,6327,3163.5,2,0.0,915,0,0.0,0.4283852989623432,Medium Risk
2932,5,6,13617,1,26,6,13617,2269.5,26,2.0,5,1,0.3333333333333333,0.4431934485687949,Medium Risk
2933,3,4,8991,0,34,4,8991,2247.75,13,3.0,3,0,0.75,0.4872170478738334,Medium Risk
2934,59,4,7944,0,19,4,7944,1986.0,12,0.0,59,1,0.0,0.5084244905539826,Medium Risk
2935,70,3,5611,0,52,3,5611,1870.3333333333333,11,1.0,70,0,0.3333333333333333,0.4935852279738981,Medium Risk
2936,394,1,314,0,56,1,314,314.0,4,0.0,394,0,0.0,0.3315282936695778,Medium Risk
2937,245,7,20970,1,68,7,20970,2995.714285714286,18,6.0,245,0,0.8571428571428571,0.4923774219002817,Medium Risk
2938,241,6,11106,0,35,6,11106,1851.0,15,1.0,241,0,0.1666666666666666,0.4950185927841556,Medium Risk
2939,700,4,15280,0,56,4,15280,3820.0,8,1.0,700,0,0.25,0.473223885951742,Medium Risk
2940,79,3,7027,0,39,3,7027,2342.333333333333,9,2.0,79,1,0.6666666666666666,0.4939849527994517,Medium Risk
2941,354,3,11569,0,18,3,11569,3856.3333333333335,5,1.0,354,0,0.3333333333333333,0.4719426886324809,Medium Risk
2942,393,9,29168,1,20,9,29168,3240.8888888888887,23,5.0,393,0,0.5555555555555556,0.48065227735031,Medium Risk
2943,170,8,24450,1,27,8,24450,3056.25,23,2.0,170,1,0.25,0.4934345127080131,Medium Risk
2944,185,5,13544,0,56,5,13544,2708.8,14,2.0,185,0,0.4,0.4885576360279302,Medium Risk
2945,208,3,7606,0,27,3,7606,2535.333333333333,11,2.0,208,0,0.6666666666666666,0.503833950110244,Medium Risk
2946,203,9,22415,1,25,9,22415,2490.555555555556,30,4.0,203,1,0.4444444444444444,0.4961344634785121,Medium Risk
2947,184,7,25775,1,67,7,25775,3682.142857142857,19,2.0,184,0,0.2857142857142857,0.4997686908179511,Medium Risk
2948,335,7,17173,1,49,7,17173,2453.285714285714,24,3.0,335,0,0.4285714285714285,0.4953027018447805,Medium Risk
2949,489,6,17059,1,39,6,17059,2843.1666666666665,17,2.0,489,0,0.3333333333333333,0.4710503955010778,Medium Risk
2950,463,4,8845,0,50,4,8845,2211.25,14,4.0,463,0,1.0,0.4465771554656473,Medium Risk
2951,141,5,17176,1,67,5,17176,3435.2,14,1.0,141,0,0.2,0.4973785476793683,Medium Risk
2952,1125,1,726,0,40,1,726,726.0,1,0.0,1125,0,0.0,0.2971910716878634,Low Risk
2953,166,5,13874,1,27,5,13874,2774.8,19,1.0,166,0,0.2,0.4741813983816938,Medium Risk
2954,127,8,25423,1,43,8,25423,3177.875,25,1.0,127,1,0.125,0.5003501033252752,Medium Risk
2955,144,5,15011,1,33,5,15011,3002.2,12,4.0,144,0,0.8,0.5148095578383441,Medium Risk
2956,876,3,6270,0,59,3,6270,2090.0,11,2.0,876,0,0.6666666666666666,0.4854682670724857,Medium Risk
2957,201,4,10397,0,54,4,10397,2599.25,9,2.0,201,0,0.5,0.5058296873500262,Medium Risk
2958,417,3,8622,0,18,3,8622,2874.0,11,1.0,417,0,0.3333333333333333,0.5318139631756494,Medium Risk
2959,480,6,12367,0,49,6,12367,2061.1666666666665,28,3.0,480,0,0.5,0.4709678036660344,Medium Risk
2960,890,4,11863,0,53,4,11863,2965.75,16,2.0,890,1,0.5,0.5011477773545859,Medium Risk
2961,49,7,8171,1,29,7,8171,1167.2857142857142,18,2.0,49,0,0.2857142857142857,0.4512030511703802,Medium Risk
2962,4,4,7688,0,35,4,7688,1922.0,11,1.0,4,1,0.25,0.4837317583921897,Medium Risk
2963,822,2,9223,0,37,2,9223,4611.5,4,1.0,822,0,0.5,0.5101689542428354,Medium Risk
2964,38,8,19081,1,21,8,19081,2385.125,24,5.0,38,0,0.625,0.5006699053936586,Medium Risk
2965,279,5,16504,1,58,5,16504,3300.8,15,1.0,279,1,0.2,0.5004539023833021,Medium Risk
2966,184,3,4863,0,41,3,4863,1621.0,4,1.0,184,0,0.3333333333333333,0.478686232635544,Medium Risk
2967,44,5,15042,1,42,5,15042,3008.4,14,1.0,44,0,0.2,0.4966909456311162,Medium Risk
2968,121,4,12638,0,35,4,12638,3159.5,13,1.0,121,0,0.25,0.5004719522123208,Medium Risk
2969,324,4,9751,0,52,4,9751,2437.75,11,0.0,324,0,0.0,0.4885949198926447,Medium Risk
2970,151,8,21030,1,20,8,21030,2628.75,26,2.0,151,0,0.25,0.4914995731019172,Medium Risk
2971,600,3,9734,0,65,3,9734,3244.6666666666665,7,3.0,600,0,1.0,0.4751645893555751,Medium Risk
2972,43,2,3928,0,66,2,3928,1964.0,3,0.0,43,0,0.0,0.499020029282921,Medium Risk
2973,539,3,11289,0,41,3,11289,3763.0,9,1.0,539,1,0.3333333333333333,0.51233109788754,Medium Risk
2974,334,6,13693,1,46,6,13693,2282.1666666666665,12,3.0,334,0,0.5,0.485664003885508,Medium Risk
2975,319,3,5900,0,29,3,5900,1966.6666666666667,12,1.0,319,0,0.3333333333333333,0.5012308118958946,Medium Risk
2976,43,3,5411,0,27,3,5411,1803.6666666666667,11,2.0,43,0,0.6666666666666666,0.5057343658803298,Medium Risk
2977,139,5,18631,1,55,5,18631,3726.2,16,1.0,139,0,0.2,0.4894485978486557,Medium Risk
2978,858,4,11318,0,44,4,11318,2829.5,10,1.0,858,0,0.25,0.4689419087374584,Medium Risk
2979,28,3,10277,0,56,3,10277,3425.6666666666665,6,0.0,28,0,0.0,0.5182145731607792,Medium Risk
2980,466,5,10955,0,67,5,10955,2191.0,16,3.0,466,1,0.6,0.4870242898056914,Medium Risk
2981,291,4,11035,0,49,4,11035,2758.75,9,1.0,291,1,0.25,0.4961542259664903,Medium Risk
2982,149,5,17021,1,57,5,17021,3404.2,15,3.0,149,0,0.6,0.5003812837925197,Medium Risk
2983,38,5,10786,0,64,5,10786,2157.2,18,1.0,38,0,0.2,0.4841554827407044,Medium Risk
2984,176,5,16573,1,40,5,16573,3314.6,18,5.0,176,0,1.0,0.4544552950324281,Medium Risk
2985,214,4,7982,0,39,4,7982,1995.5,16,0.0,214,0,0.0,0.474021481742796,Medium Risk
2986,160,3,12835,0,22,3,12835,4278.333333333333,9,1.0,160,1,0.3333333333333333,0.4832336659751373,Medium Risk
2987,609,5,12069,0,24,5,12069,2413.8,17,2.0,609,0,0.4,0.4374560174209388,Medium Risk
2988,287,5,14343,0,47,5,14343,2868.6,13,3.0,287,0,0.6,0.4983207736716481,Medium Risk
2989,29,2,5131,0,34,2,5131,2565.5,6,0.0,29,0,0.0,0.4828484008981593,Medium Risk
2990,113,5,16190,1,37,5,16190,3238.0,17,2.0,113,0,0.4,0.481479158890526,Medium Risk
2991,348,3,5863,0,20,3,5863,1954.3333333333333,13,0.0,348,0,0.0,0.5493233524551819,Medium Risk
2992,294,7,18540,1,27,7,18540,2648.5714285714284,23,6.0,294,0,0.8571428571428571,0.4254852382734605,Medium Risk
