customer_id,recency,frequency,monetary,cluster
14937,271,8,15419,1
14938,23,3,7237,0
14939,49,8,18702,1
14940,127,3,7296,0
14941,376,2,5251,0
14942,399,3,3668,0
14943,19,7,25452,1
14944,129,5,7863,0
14945,158,2,7939,0
14946,10,7,13469,1
14947,667,3,7549,0
14948,5,5,18012,1
14949,46,9,30030,1
14950,147,8,23833,1
14951,66,4,10554,0
14952,265,7,13489,1
14953,22,10,28850,1
14954,23,4,9427,0
14955,96,6,15587,1
14956,239,5,12842,0
14957,11,5,16536,1
14958,90,2,4132,0
14959,67,6,20125,1
14960,52,5,10182,0
14961,243,2,6343,0
14962,318,5,18451,1
14963,61,3,9285,0
14964,159,7,17153,1
14965,76,6,13787,1
14966,385,2,5771,0
14967,353,1,4356,0
14968,314,8,23623,1
14969,103,6,12526,1
14970,405,2,2450,0
14971,55,8,24022,1
14972,148,8,29049,1
14973,914,1,3559,0
14974,136,3,6769,0
14975,44,4,8881,0
14976,113,6,18774,1
14977,276,4,10556,0
14978,1124,2,4175,0
14979,109,3,8127,0
14980,395,6,15155,1
14981,107,4,6318,0
14982,267,5,14044,0
14983,431,2,1613,0
14984,102,6,17973,1
14985,261,6,19107,1
14986,1032,2,7697,0
14987,203,6,12499,1
14988,1124,1,3240,0
14989,7,6,17396,1
14990,146,2,7184,0
14991,233,4,12204,0
14992,108,5,18929,1
14993,40,9,20106,1
14994,325,4,14370,0
14995,590,4,11322,0
14996,694,5,15719,0
14997,20,7,17517,1
14998,229,3,6466,0
14999,698,7,21494,1
15000,201,3,12243,0
15001,482,2,1547,0
15002,242,6,18345,1
15003,569,4,9936,0
15004,298,6,12575,1
15005,284,5,10455,0
15006,141,7,23065,1
15007,632,3,5323,0
15008,300,7,18475,1
15009,322,2,2569,0
15010,374,3,10576,0
15011,886,4,13511,0
15012,100,7,16803,1
15013,42,6,12269,1
15014,88,3,7222,0
15015,157,8,20735,1
15016,108,5,13914,1
15017,109,11,31146,1
15018,943,3,9694,0
15019,240,8,23779,1
15020,77,5,8712,0
15021,113,5,13612,1
15022,45,4,11554,0
15023,192,5,10925,0
15024,380,7,23358,1
15025,314,3,9161,0
15026,202,8,19814,1
15027,126,8,16541,1
15028,184,6,21720,1
15029,641,2,874,0
15030,292,4,9616,0
15031,352,5,13682,0
15032,313,2,2173,0
15033,355,5,15432,0
15034,92,4,11408,0
15035,129,1,1902,0
15036,13,7,23989,1
15037,569,4,14205,0
15038,21,7,26292,1
15039,11,7,17173,1
15040,246,3,7083,0
15041,361,4,14895,0
15042,259,2,1298,0
15043,283,10,28024,1
15044,1,6,20641,1
15045,25,5,9915,0
15046,83,4,11354,0
15047,247,7,11901,1
15048,257,6,15540,1
15049,443,4,8974,0
15050,164,5,16257,1
15051,23,9,35039,1
15052,1,7,18437,1
15053,109,10,20240,1
15054,207,7,20795,1
15055,47,8,20506,1
15056,318,8,22818,1
15057,601,4,14460,0
15058,293,6,15055,1
15059,10,7,21752,1
15060,28,6,11707,1
15061,95,10,22631,1
15062,515,6,16544,1
15063,453,6,16761,1
15064,417,3,8919,0
15065,499,6,18524,1
15066,93,7,18508,1
15067,154,10,32135,1
15068,231,5,13423,0
15069,120,4,13195,0
15070,14,7,21967,1
15071,57,10,31779,1
15072,104,6,14988,1
15073,222,6,16465,1
15074,189,10,26901,1
15075,768,1,869,0
15076,170,5,18015,1
15077,398,4,6901,0
15078,575,4,6467,0
15079,823,2,3562,0
15080,156,6,15774,1
15081,447,5,13279,0
15082,72,9,24040,1
15083,119,4,11501,0
15084,395,4,9567,0
15085,125,5,10668,0
15086,210,4,10370,0
15087,955,1,3476,0
15088,670,6,11951,0
15089,95,8,20999,1
15090,96,9,25867,1
15091,252,3,8803,0
15092,1129,3,5543,0
15093,203,3,5158,0
15094,58,6,12759,1
15095,87,5,14978,1
15096,54,2,6959,0
15097,422,3,6096,0
15098,352,5,14306,0
15099,180,7,19088,1
15100,80,5,15431,1
15101,9,4,10062,0
15102,115,7,23412,1
15103,25,10,30734,1
15104,102,2,3394,0
15105,291,4,9114,0
15106,76,4,9046,0
15107,68,2,4353,0
15108,46,4,12426,0
15109,835,3,7274,0
15110,245,6,23203,1
15111,221,8,22326,1
15112,112,3,8994,0
15113,427,6,16371,1
15114,227,4,12176,0
15115,135,4,11973,0
15116,75,9,29123,1
15117,102,7,11516,1
15118,90,8,21294,1
15119,699,3,8465,0
15120,212,8,19758,1
15121,2,12,25112,1
15122,148,2,3833,0
15123,251,3,10431,0
15124,76,6,18531,1
15125,358,10,29516,1
15126,119,9,34413,1
15127,72,6,11670,1
15128,488,4,10829,0
15129,46,4,7792,0
15130,575,3,8334,0
15131,25,7,18163,1
15132,188,8,19462,1
15133,67,4,16336,1
15134,551,2,2877,0
15135,78,8,17571,1
15136,139,8,25381,1
15137,481,6,14439,0
15138,115,8,21399,1
15139,108,2,5962,0
15140,287,2,985,0
15141,614,4,12868,0
15142,169,7,24825,1
15143,595,2,4922,0
15144,15,7,18824,1
15145,395,2,3438,0
15146,383,5,20437,1
15147,696,4,9695,0
15148,287,3,9035,0
15149,114,5,9894,0
15150,507,2,7112,0
15151,98,5,15561,1
15152,229,7,14417,1
15153,302,3,10381,0
15154,24,4,10337,0
15155,109,1,1836,0
15156,2,3,7598,0
15157,17,5,12905,1
15158,16,7,23480,1
15159,834,2,3667,0
15160,87,4,12896,0
15161,405,6,14232,1
15162,111,6,17095,1
15163,459,8,9778,1
15164,20,9,24677,1
15166,144,7,16873,1
15167,163,10,25921,1
15168,389,7,12926,1
15169,199,6,11811,1
15170,74,5,11711,0
15171,12,6,16813,1
15172,595,4,9494,0
15173,771,5,16279,0
15174,265,6,19456,1
15175,90,8,19295,1
15176,396,2,7254,0
15177,722,4,11932,0
15178,430,3,3561,0
15179,380,3,8810,0
15180,436,5,16210,0
15181,817,5,18458,0
15182,171,3,10381,0
15183,363,2,5843,0
15184,727,1,5279,0
15185,175,3,9253,0
15186,229,8,21217,1
15187,77,4,9511,0
15188,50,6,22939,1
15189,95,8,24036,1
15190,262,4,9191,0
15191,790,3,3220,0
15192,449,4,8095,0
15193,501,2,7358,0
15194,268,4,11558,0
15195,293,6,11785,0
15196,156,1,3865,0
15197,369,4,9293,0
15198,409,4,8700,0
15199,465,4,6015,0
15200,179,8,24540,1
15201,596,3,12374,0
15202,30,4,8641,0
15203,494,3,7638,0
15204,88,6,17853,1
15205,138,10,28153,1
15206,161,8,18576,1
15207,180,5,11599,0
15208,108,5,10718,0
15209,464,6,13320,0
15210,448,9,14610,1
15211,458,1,2069,0
15212,389,9,22268,1
15213,42,5,8365,0
15214,125,4,7578,0
15215,253,4,11736,0
15216,74,6,17623,1
15217,567,6,10605,0
15218,335,8,23337,1
15219,102,5,12174,0
15220,31,5,15669,1
15221,671,3,14289,0
15222,169,4,10754,0
15223,122,6,12254,1
15224,291,4,14490,0
15225,54,3,8257,0
15226,90,4,9560,0
15227,69,5,13828,1
15228,26,8,21280,1
15229,420,3,6308,0
15230,21,7,21795,1
15231,108,3,10155,0
15232,54,5,17655,1
15233,289,4,7724,0
15234,536,3,9113,0
15235,182,4,13017,0
15236,85,2,9884,0
15237,14,7,11135,1
15238,61,6,17551,1
15239,1014,5,12533,0
15240,410,6,22805,1
15241,949,3,8224,0
15242,84,5,14462,1
15243,258,6,18356,1
15244,36,11,26137,1
15245,253,6,21398,1
15246,76,3,7531,0
15247,658,4,9510,0
15248,489,4,14411,0
15249,560,3,9986,0
15250,283,3,10062,0
15251,310,6,14243,1
15252,60,6,15874,1
15253,727,1,4155,0
15254,428,4,13098,0
15255,563,2,4684,0
15256,688,3,8018,0
15257,119,4,3733,0
15258,130,7,16358,1
15259,2,6,18664,1
15260,610,2,5960,0
15261,43,6,16344,1
15262,290,7,21925,1
15263,121,9,27163,1
15264,190,5,14347,1
15265,145,5,11835,0
15266,35,5,15907,1
15267,528,2,4972,0
15269,23,7,18588,1
15270,494,2,6690,0
15271,167,5,13732,1
15272,486,8,17169,1
15273,344,4,11973,0
15274,93,10,26036,1
15275,167,3,6395,0
15276,115,4,14316,0
15277,227,2,5438,0
15278,810,4,11693,0
15279,166,4,16276,0
15280,18,7,14233,1
15281,730,1,4785,0
15282,180,4,11884,0
15283,260,7,17515,1
15284,96,6,16111,1
15285,597,6,18674,1
15286,501,4,3307,0
15287,152,7,21520,1
15288,11,5,13320,1
15289,73,4,10750,0
15290,86,4,9678,0
15291,53,2,4673,0
15292,409,4,8812,0
15293,864,2,3460,0
15294,310,4,8443,0
15295,519,5,6049,0
15296,171,6,13116,1
15297,11,6,15459,1
15298,193,3,9217,0
15299,23,5,12335,1
15300,86,5,12275,1
15301,180,4,11104,0
15302,33,10,15214,1
15303,460,2,7009,0
15304,213,8,24533,1
15305,109,4,9921,0
15306,108,2,7217,0
15307,233,3,11043,0
15308,907,4,13393,0
15309,431,6,24262,1
15310,167,1,4030,0
15311,489,4,10280,0
15312,135,5,15202,1
15313,46,8,20334,1
15314,12,4,8899,0
15315,381,5,14874,0
15316,880,4,12384,0
15317,941,4,8526,0
15318,50,9,24627,1
15319,195,5,12414,0
15320,251,5,15007,1
15321,8,8,29635,1
15322,216,4,8362,0
15323,374,3,8931,0
15324,137,13,31419,1
15325,610,2,7088,0
15326,407,4,10518,0
15327,260,6,14937,1
15328,146,8,13724,1
15329,315,5,10337,0
15330,90,6,16516,1
15331,6,3,12163,0
15332,59,5,13374,1
15333,72,2,4059,0
15334,21,7,20962,1
15335,98,5,14507,1
15336,610,4,12010,0
15337,795,3,10842,0
15338,446,4,15389,0
15339,640,1,2436,0
15340,614,2,7335,0
15341,240,4,10768,0
15342,58,7,12674,1
15343,302,5,15534,1
15344,291,9,21391,1
15345,14,5,11062,0
15346,295,3,3394,0
15347,228,4,10707,0
15348,552,5,13884,0
15349,62,2,4514,0
15350,424,4,15150,0
15351,52,9,19170,1
15352,153,3,7953,0
15353,198,4,14950,0
15354,205,4,13942,0
15355,563,4,12800,0
15356,298,3,9134,0
15357,49,8,15084,1
15358,11,6,16528,1
15359,660,2,6122,0
15360,60,5,15324,1
15361,283,1,4298,0
15362,6,2,6287,0
15363,41,4,13269,0
15364,11,9,23256,1
15365,157,9,27606,1
15366,487,5,12020,0
15367,749,2,3129,0
15368,121,4,11002,0
15369,207,8,28079,1
15370,84,3,8785,0
15371,289,4,13340,0
15372,226,4,8958,0
15373,719,5,13082,0
15374,73,3,3458,0
15375,182,5,12711,0
15376,59,7,24294,1
15377,1241,1,2544,0
15378,250,3,7017,0
15379,124,12,31977,1
15380,192,5,16983,1
15381,442,5,8029,0
15382,411,8,22398,1
15383,208,3,6352,0
15384,32,3,7388,0
15385,149,8,21290,1
15386,145,6,18870,1
15387,39,6,18134,1
15388,204,5,13886,0
15389,87,5,20453,1
15390,798,8,23560,1
15391,297,4,7041,0
15392,192,12,25283,1
15393,400,2,3941,0
15394,19,12,42695,1
15395,245,4,13826,0
15396,156,5,10856,0
15397,76,3,6022,0
15398,34,4,11633,0
15399,468,2,6825,0
15400,659,4,4851,0
15401,243,7,18950,1
15402,190,8,17118,1
15403,279,3,12928,0
15404,143,7,14541,1
15405,916,5,15181,0
15406,81,5,9827,0
15407,240,4,10211,0
15408,704,2,6483,0
15409,177,7,14680,1
15410,708,6,14695,0
15411,1070,1,4225,0
15412,89,4,6469,0
15413,117,8,25342,1
15414,237,6,11474,1
15415,249,3,8886,0
15416,118,5,9672,0
15417,249,6,16134,1
15418,173,6,22157,1
15419,126,3,7558,0
15420,822,3,10906,0
15421,224,4,10181,0
15422,24,5,15626,1
15423,310,5,16188,1
15424,256,5,11977,0
15425,772,4,15348,0
15426,15,7,19797,1
15427,113,3,11118,0
15428,281,1,1843,0
15429,221,4,13368,0
15430,57,3,3061,0
15431,462,2,3677,0
15432,140,5,12826,0
15433,198,2,3651,0
15434,615,4,8214,0
15435,106,4,8678,0
15436,144,6,16152,1
15437,874,3,7910,0
15438,396,6,11622,0
15439,282,4,11248,0
15440,367,2,7718,0
15441,293,7,31002,1
15442,162,5,14074,1
15443,164,6,17903,1
15444,106,6,16537,1
15445,171,3,7406,0
15446,388,7,19632,1
15447,97,6,15596,1
15448,55,8,11865,1
15449,387,7,17786,1
15450,126,6,14151,1
15451,416,1,2248,0
15452,133,5,2747,0
15453,610,4,15957,0
15454,18,9,18034,1
15455,177,4,8140,0
15456,366,3,5720,0
15457,525,2,6486,0
15458,326,6,18214,1
15459,82,9,22196,1
15460,61,8,15504,1
15461,455,3,13847,0
15462,6,4,12060,0
15463,264,3,8431,0
15464,33,4,9679,0
15465,12,6,16375,1
15466,52,7,15659,1
15467,123,2,6400,0
15468,610,2,5729,0
15469,60,5,9042,0
15470,278,5,16260,1
15471,7,2,5965,0
15472,142,4,10766,0
15473,190,7,19773,1
15474,210,4,12529,0
15475,281,4,14006,0
15476,48,5,14518,1
15477,78,5,7963,0
15478,152,6,10931,1
15479,197,5,6553,0
15480,142,7,13676,1
15481,43,8,26262,1
15482,34,4,7411,0
15483,51,6,10153,1
15484,289,7,21921,1
15485,207,5,13627,0
15486,880,4,13081,0
15487,309,5,15619,1
15488,399,4,7681,0
15489,112,11,39275,1
15490,147,6,22490,1
15491,93,6,10456,1
15492,251,4,8999,0
15493,288,7,20504,1
15494,132,5,13657,1
15495,87,4,13675,0
15496,182,10,28430,1
15497,872,1,1942,0
15498,750,6,17510,0
15499,126,4,13017,0
15500,56,4,8627,0
15501,46,7,23245,1
15502,38,3,5223,0
15503,98,8,25693,1
15504,360,3,7397,0
15505,310,7,21078,1
15506,321,3,6271,0
15507,112,6,11212,1
15508,181,7,16189,1
15509,304,5,15123,0
15510,418,2,2300,0
15511,528,2,5684,0
15512,6,2,5934,0
15513,334,6,16048,1
15514,57,8,21464,1
15515,480,1,928,0
15516,142,3,7358,0
15517,49,8,23655,1
15518,628,6,18896,1
15519,214,4,15104,0
15520,31,7,25345,1
15521,1252,1,4914,0
15522,215,8,21859,1
15523,60,5,13052,1
15524,276,4,16241,0
15525,339,2,5551,0
15526,75,5,15617,1
15527,159,4,13884,0
15528,356,3,10298,0
15529,129,7,11301,1
15530,406,4,9846,0
15531,157,3,6516,0
15532,125,7,14296,1
15533,129,3,8381,0
15534,99,9,31342,1
15535,187,6,18655,1
15536,372,6,18462,1
15537,133,6,13097,1
15538,179,7,22493,1
15539,81,6,17436,1
15540,124,5,11102,0
15541,455,3,8386,0
15542,117,9,24335,1
15543,676,5,18642,0
15544,312,2,4633,0
15545,287,6,16405,1
15546,351,3,7491,0
15547,64,8,14491,1
15548,14,5,7222,0
15549,19,8,20086,1
15550,300,3,6332,0
15551,177,6,14356,1
15552,166,9,29470,1
15553,167,5,13612,1
15554,168,7,24907,1
15555,112,5,14395,1
15556,135,5,15693,1
15557,506,2,5216,0
15558,93,4,8607,0
15559,679,4,12012,0
15560,58,4,15267,1
15561,68,5,7846,0
15562,12,2,3832,0
15563,21,4,9057,0
15564,671,2,7423,0
15565,554,6,16029,0
15566,215,5,13029,0
15567,406,7,18724,1
15568,276,3,6332,0
15569,223,2,1266,0
15570,173,8,29474,1
15571,644,5,16350,0
15572,276,5,15466,1
15573,169,5,15218,1
15574,62,8,18955,1
15575,612,4,10762,0
15576,5,5,13806,1
15577,54,2,4888,0
15578,315,4,4922,0
15579,131,5,13828,1
15580,250,4,9179,0
15581,326,5,19652,1
15582,97,7,22894,1
15583,99,11,30923,1
15584,590,2,5594,0
15585,43,6,16813,1
15586,509,4,12082,0
15587,287,7,27781,1
15588,217,6,11841,1
15589,150,5,8220,0
15590,31,4,9927,0
15591,200,4,11123,0
15592,416,3,5658,0
15593,193,6,13243,1
15594,71,5,7243,0
15595,328,3,7732,0
15596,190,3,10756,0
15597,71,13,31311,1
15598,218,3,8842,0
15599,316,5,15805,1
15600,52,5,14292,1
15601,111,8,23242,1
15603,384,5,13327,0
15604,5,4,6233,0
15605,329,8,28135,1
15606,109,5,17211,1
15607,14,9,28437,1
15608,356,3,6165,0
15609,128,6,18185,1
15610,1039,1,2034,0
15611,615,1,536,0
15613,360,3,8482,0
15614,68,6,15495,1
15615,227,3,8382,0
15616,191,3,12273,0
15617,189,5,14296,1
15618,303,3,10333,0
15619,46,9,27550,1
15620,134,4,16411,1
15621,674,3,11860,0
15622,327,3,7274,0
15623,131,2,5154,0
15624,398,6,18122,1
15625,132,7,18549,1
15626,313,3,5191,0
15627,154,3,8866,0
15628,423,5,10607,0
15629,123,4,8453,0
15630,183,3,7162,0
15631,142,7,23303,1
15632,76,8,24280,1
15633,83,6,18511,1
15634,57,3,7383,0
15635,393,2,1220,0
15636,549,3,8201,0
15637,275,2,5622,0
15638,256,4,10382,0
15639,874,4,4970,0
15640,338,3,5168,0
15641,84,6,19547,1
15642,1121,1,4927,0
15643,90,3,3449,0
15644,28,5,9996,0
15645,49,5,14216,1
15646,597,3,4461,0
15647,60,4,13004,0
15648,585,2,1503,0
15649,81,4,11768,0
15650,334,8,22172,1
15651,36,8,21764,1
15652,15,5,17933,1
15653,209,6,10317,0
15654,124,7,21430,1
15655,134,3,6593,0
15656,337,6,19423,1
15657,602,6,17522,1
15658,451,5,14018,0
15659,48,9,28428,1
15660,213,4,11941,0
15661,354,6,14047,1
15662,18,2,2278,0
15663,127,5,19671,1
15664,464,4,9561,0
15665,3,6,20419,1
15666,590,1,1275,0
15667,351,5,15915,0
15668,158,4,10989,0
15669,367,2,7733,0
15670,217,3,7861,0
15671,47,4,8136,0
15672,566,3,7951,0
15673,294,4,9914,0
15674,341,10,24589,1
15675,202,6,15879,1
15676,390,3,9454,0
15677,543,5,18293,0
15678,426,4,8787,0
15679,834,2,4966,0
15680,155,4,13495,0
15681,208,4,12659,0
15682,277,5,10705,0
15683,117,6,14978,1
15684,117,5,16890,1
15685,526,3,8639,0
15686,3,6,20395,1
15687,35,2,8115,0
15688,247,1,4115,0
15689,49,13,33900,1
15690,143,5,13157,1
15691,123,5,11564,0
15692,147,4,14092,0
15693,186,3,10061,0
15694,177,2,5194,0
15695,231,4,10244,0
15696,166,4,12633,0
15697,531,5,15615,0
15698,912,2,3525,0
15699,239,4,10547,0
15700,25,3,8566,0
15701,276,5,11128,0
15702,1031,2,6488,0
15703,12,3,6739,0
15704,473,5,19680,1
15705,207,6,19259,1
15706,555,2,7055,0
15707,205,4,11670,0
15708,33,7,22322,1
15709,475,4,9424,0
15710,301,6,8240,0
15711,384,3,11037,0
15712,591,6,18480,1
15713,169,5,13809,1
15714,147,5,13045,0
15715,464,2,4045,0
15716,966,5,13717,0
15717,31,2,5329,0
15718,685,8,28391,1
15719,39,4,11475,0
15720,506,3,11104,0
15721,162,4,12216,0
15722,11,4,12106,0
15723,96,5,15408,1
15724,40,6,17818,1
15725,74,7,22480,1
15726,691,5,11348,0
15727,66,5,11294,0
15728,166,8,25193,1
15729,375,7,25344,1
15730,551,3,7240,0
15731,93,9,28195,1
15732,100,4,12105,0
15733,496,6,17977,1
15734,162,3,12258,0
15735,285,7,20540,1
15736,229,4,9782,0
15737,740,3,7898,0
15738,1,4,10121,0
15739,39,3,7146,0
15740,248,6,15054,1
15741,35,9,24914,1
15742,436,7,16329,1
15743,751,3,4147,0
15744,379,5,12241,0
15745,68,4,5892,0
15746,284,4,13984,0
15747,319,1,2881,0
15748,26,11,27666,1
15749,785,2,1235,0
15750,167,6,11363,1
15751,99,6,19811,1
15752,201,4,7137,0
15753,608,6,18686,1
15754,358,7,13643,1
15755,84,6,22575,1
15756,357,5,20937,1
15757,129,5,16117,1
15758,372,4,10098,0
15759,180,6,17129,1
15760,787,4,8053,0
15761,167,3,6765,0
15762,555,3,12410,0
15763,292,3,6571,0
15764,64,6,18858,1
15765,83,4,15989,1
15766,425,4,8327,0
15767,23,3,10604,0
15768,823,1,2197,0
15769,7,8,26112,1
15770,14,5,9334,0
15771,57,6,12422,1
15772,596,5,5574,0
15773,683,2,9810,0
15774,422,6,14064,0
15775,219,3,9878,0
15776,482,3,7351,0
15777,375,7,17777,1
15778,295,5,14088,0
15779,53,5,13332,1
15780,43,11,25354,1
15781,48,2,6175,0
15782,806,2,3083,0
15783,98,4,9261,0
15784,100,5,13251,1
15785,172,4,12416,0
15786,23,2,1239,0
15787,2,6,20140,1
15788,124,6,11922,1
15789,193,4,9403,0
15790,150,3,7247,0
15791,91,4,10583,0
15792,55,6,15637,1
15793,27,6,21659,1
15794,14,5,10874,0
15795,329,2,3820,0
15796,292,5,17628,1
15797,162,10,30104,1
15798,250,4,4482,0
15799,32,5,17468,1
15800,45,6,17887,1
15801,759,2,3952,0
15802,76,7,13179,1
15803,429,5,7285,0
15804,162,3,9107,0
15805,41,6,15863,1
15806,104,6,14944,1
15807,283,6,22326,1
15808,375,7,16691,1
15810,433,5,11963,0
15811,170,6,16819,1
15812,171,5,14463,1
15813,344,5,12282,0
15814,33,7,18290,1
15815,516,4,11158,0
15816,437,6,18713,1
15817,61,4,6793,0
15818,338,3,7295,0
15819,312,8,18397,1
15820,157,6,18364,1
15821,87,6,15241,1
15822,496,6,21875,1
15823,24,8,20031,1
15824,705,4,9201,0
15825,27,5,13619,1
15826,66,5,14978,1
15827,10,3,1272,0
15828,706,4,8197,0
15829,768,1,4109,0
15830,194,3,3958,0
15831,375,5,14598,0
15832,71,4,8258,0
15833,82,2,4397,0
15834,86,8,23139,1
15835,1033,1,5004,0
15836,179,7,19188,1
15837,570,6,16078,0
15838,41,6,18087,1
15839,466,3,10017,0
15840,420,1,983,0
15841,49,6,17055,1
15842,201,4,14193,0
15843,5,4,6787,0
15844,265,6,12163,1
15845,246,9,34015,1
15846,398,3,3031,0
15847,3,9,20922,1
15848,298,3,6706,0
15849,303,7,18417,1
15850,68,9,22919,1
15851,9,6,13110,1
15852,103,10,31942,1
15853,279,3,12605,0
15854,556,5,18488,0
15855,20,3,7669,0
15856,14,6,16388,1
15857,141,8,16678,1
15858,203,6,17981,1
15859,79,3,11419,0
15860,498,4,11231,0
15861,31,6,18125,1
15862,595,2,3630,0
15863,101,6,17237,1
15864,92,3,4309,0
15865,190,7,20066,1
15866,19,7,18838,1
15867,837,3,4255,0
15868,222,10,24828,1
15869,1157,1,3103,0
15870,246,1,1941,0
15871,88,7,21731,1
15872,98,4,11509,0
15873,17,6,15034,1
15874,368,7,8848,0
15875,87,6,18318,1
15876,1065,3,9856,0
15877,330,5,15143,0
15878,112,6,16604,1
15879,126,9,22375,1
15880,236,3,6052,0
15881,43,5,17803,1
15882,31,5,12842,1
15883,124,3,11089,0
15884,192,5,10512,0
15885,236,5,15392,1
15886,88,6,13394,1
15887,129,5,16287,1
15889,341,9,18186,1
15890,307,5,8644,0
15891,989,2,6408,0
15892,175,8,23186,1
15893,620,5,12939,0
15894,155,5,14305,1
15895,39,3,11773,0
15896,237,8,26046,1
15897,127,7,13255,1
15898,416,2,1732,0
15899,381,4,11529,0
15900,320,4,11634,0
15901,457,3,8847,0
15902,42,5,11072,0
15903,233,5,15911,1
15904,559,5,14659,0
15905,168,4,14227,0
15906,108,9,24080,1
15907,118,7,23996,1
15908,568,3,6042,0
15909,54,2,5516,0
15910,45,3,7369,0
15911,485,2,3502,0
15912,84,5,14033,1
15913,165,6,11164,1
15914,102,6,22581,1
15915,181,7,16627,1
15916,121,4,9155,0
15917,379,3,6567,0
15918,119,7,14823,1
15919,88,7,20561,1
15920,123,2,2338,0
15921,350,1,4372,0
15922,411,4,12586,0
15923,77,7,21768,1
15924,290,8,15568,1
15925,215,3,13109,0
15926,159,6,14412,1
15927,671,3,5704,0
15928,2,5,17055,1
15929,230,3,8403,0
15930,464,2,1542,0
15931,53,7,14386,1
15932,28,3,5376,0
15933,49,8,22595,1
15934,217,7,24138,1
15935,107,10,27819,1
15936,232,3,9957,0
15937,139,10,25840,1
15938,64,5,12694,1
15939,436,5,16710,0
15940,121,8,19346,1
15941,156,9,23103,1
15942,78,6,14965,1
15943,162,4,8677,0
15944,321,2,2776,0
15945,263,8,20076,1
15946,101,6,12291,1
15947,138,3,8060,0
15948,319,7,12767,1
15949,117,8,27965,1
15950,471,4,12224,0
15951,427,7,16450,1
15952,29,6,16062,1
15953,357,6,17233,1
15954,46,6,16969,1
15955,134,4,7749,0
15956,70,10,27925,1
15957,156,4,10697,0
15958,20,4,12192,0
15959,160,3,10863,0
15960,1203,3,9292,0
15961,25,3,9166,0
15962,247,5,13541,0
15963,22,5,16192,1
15964,60,6,15946,1
15965,521,5,17194,0
15966,363,5,15371,0
15967,55,2,3599,0
15968,60,2,6355,0
15969,488,2,10035,0
15970,93,6,19037,1
15971,580,3,6454,0
15972,57,2,1453,0
15973,254,5,13716,0
15974,296,7,18182,1
15975,276,5,19218,1
15976,183,6,10093,0
15977,110,3,7556,0
15978,624,3,6497,0
15979,346,8,24174,1
15980,88,2,4725,0
15981,44,9,33597,1
15982,87,3,6335,0
15983,987,1,493,0
15984,119,4,10496,0
15985,125,3,7463,0
15986,122,7,16585,1
15987,523,4,11363,0
15988,317,3,10085,0
15989,496,5,18449,0
15990,244,6,15206,1
15991,213,5,10675,0
15992,5,7,28142,1
15993,519,4,10556,0
15994,27,6,20296,1
15995,107,7,14980,1
15996,512,4,10552,0
15997,127,3,7921,0
15998,352,9,23462,1
15999,61,8,18514,1
16000,252,5,13454,0
16001,179,3,14027,0
16002,383,4,5779,0
16003,256,4,9023,0
16004,96,5,14215,1
16005,174,4,10926,0
16006,127,12,35051,1
16007,1228,1,2683,0
16008,85,11,24177,1
16009,156,4,13007,0
16010,366,5,8042,0
16011,588,3,8173,0
16012,195,7,19671,1
16013,105,6,11888,1
16014,82,6,11398,1
16015,60,5,17120,1
16016,75,2,6357,0
16017,199,7,12857,1
16018,47,4,13013,0
16019,663,4,6879,0
16020,57,5,13065,1
16021,123,4,6892,0
16022,176,8,18838,1
16023,171,7,20927,1
16024,229,5,13886,0
16025,35,2,3248,0
16026,148,3,10206,0
16027,326,7,20978,1
16028,15,8,18625,1
16029,27,7,18669,1
16030,279,5,14664,0
16031,236,4,13748,0
16032,111,3,3742,0
16033,29,5,9466,0
16034,10,7,17039,1
16035,1,8,9353,1
16036,776,1,260,0
16037,313,5,16305,1
16038,357,3,9615,0
16039,89,4,14637,0
16040,435,7,18892,1
16041,42,5,10623,0
16042,90,5,9155,0
16043,195,4,5737,0
16044,603,5,17647,0
16045,536,5,13839,0
16046,106,3,6022,0
16047,66,2,4352,0
16048,489,4,5273,0
16049,256,4,10267,0
16050,193,4,12332,0
16051,389,5,13926,0
16052,45,2,3230,0
16053,450,4,11214,0
16054,921,3,6939,0
16055,2,9,20837,1
16056,411,4,8334,0
16057,52,7,11024,1
16058,201,3,11785,0
16059,304,5,9680,0
16060,28,7,22970,1
16061,394,3,5323,0
16062,206,9,27515,1
16063,323,7,20592,1
16064,246,7,20231,1
16065,440,5,9987,0
16066,83,5,13632,1
16067,600,5,12651,0
16068,104,6,23409,1
16069,209,8,24501,1
16070,87,6,12488,1
16071,60,7,11737,1
16072,334,4,4541,0
16073,190,8,24001,1
16074,287,7,16166,1
16075,71,9,21048,1
16076,597,7,14697,1
16077,203,9,20774,1
16078,43,4,10899,0
16079,210,3,10434,0
16080,597,5,11118,0
16081,129,4,11553,0
16082,795,2,3166,0
16083,15,7,11151,1
16084,128,9,22683,1
16085,259,10,33454,1
16086,533,5,13578,0
16087,618,2,2729,0
16088,668,3,7530,0
16089,627,3,8620,0
16090,174,4,10072,0
16091,108,3,5268,0
16092,189,4,9289,0
16093,326,4,15439,0
16094,142,4,11177,0
16095,225,8,25773,1
16096,75,4,8827,0
16097,168,3,7396,0
16098,192,6,13239,1
16099,222,1,2401,0
16100,53,4,12733,0
16101,69,4,10873,0
16102,289,7,20759,1
16103,581,3,12598,0
16104,130,5,9196,0
16105,687,2,5994,0
16106,627,3,9101,0
